Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARGD,"Argo Group International Holdings, Ltd.",25.695,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",72.93,$2.49B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
ANET,"Arista Networks, Inc.",275.51,$21.11B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,6.66,$243.57M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,21.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,22.0644,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,24.37,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.6123,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",4.2,$314.14M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",16.66,$1.16B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",26.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",18.64,$1.1B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A.CL,"ARMOUR Residential REIT, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a.cl
ARR^B,"ARMOUR Residential REIT, Inc.",25.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",9.26,$240.21M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,100,$4.9B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",67.65,$5.73B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,92.19,$17.08B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,28.74,$2.24B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,11.7,$225.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,84.05,$1.63B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.28,$9.09B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,58.74,$3.1B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,2.64,$269.66M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,23.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,20.0957,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,19.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,20.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,20.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,78.38,$4.92B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",6.64,$161M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,20.54,$3.37B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.0078,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,25.8358,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
AC,"Associated Capital Group, Inc.",38.68,$872.39M,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",112.06,$6.89B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",116.4017,$334.65M,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,43.91,$4.46B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,40.2,$105.47B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,6.63,$424.59M,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,33.58,$245.07B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.92,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,26.62,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,2.46,$185.5M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,42.49,$8.23B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,26.61,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ath^a
ATKR,Atkore International Group Inc.,25.88,$1.2B,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.54,$278.63M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,107.1,$12.53B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,2.81,$2.7B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ACB,Aurora Cannabis Inc.,7.16,$7.26B,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,83.8,$9.89B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",70,$6.11B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",41.67,$3.72B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1180,$28.94B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",82.01,$5.74B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",211.01,$29.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",49.4,$15.26B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",41.86,$1.99B,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",17.16,$9.17B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",60.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,11.03,$1.22B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,115.91,$9.78B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,4.25,$529.65M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,45.57,$3B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",3.92,$1.76B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,15.89,$2.68B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",22.65,$11.12B,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh
AXTA,Axalta Coating Systems Ltd.,30.67,$7.2B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,60.13,$5.05B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,25.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",26.53,$1.63B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.68,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AZUL,Azul S.A.,39.72,$4.49B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,10.71,$439.54M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,46.3,$1.21B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",20.43,$1.33B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BRPM,B. Riley Principal Merger Corp.,9.79,$180.44M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/brpm
BRPM.U,B. Riley Principal Merger Corp.,n/a,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/brpm.u
BRPM.WS,B. Riley Principal Merger Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brpm.ws
BW,Babcock,0.3597,$60.75M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.22,$365.45M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",57.56,$1.68B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",18.1,$934.86M,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf
BHGE,"Baker Hughes, a GE company",24.09,$24.98B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,23.6,$1.35B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,69.07,$23.12B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",13.8,$701.66M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.53,$36.72B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,9.99,$80.24B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.94,$71.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,29.6,$14.95B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",20.5,$810.54M,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,12.31,$91.95B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,30.26,$14.26B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",7.75,$10.52B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",4.65,$75.5B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",22.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,52.83,$12.7B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,28.48,$2.83B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,28.99,$270.84B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,26.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,22.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,26.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1375,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,25.3198,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^m
BAC^W.CL,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^w.cl
BAC^Y,Bank of America Corporation,25.66,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,20.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.7663,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,22.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,21.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,81.27,$3.33B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,76.01,$48.56B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),33.42,$1.85B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),43.11,$41.28B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),53.08,$64.86B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",32.36,$3.18B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,7.8,$33.63B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",9.92,$501.26M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,16.1,$323.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,16.1,$169.48M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",4,$190.25M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",6.6,$483.16M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",53.9,$2.77B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,16.11,$28.22B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
BAS,"Basic Energy Services, Inc.",2,$53.91M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BHC,Bausch Health Companies Inc.,23.17,$8.1B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,82.07,$41.87B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,1.43,$796.11M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,49.64,$38.02B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BBAR,BBVA Banco Frances S.A.,11.79,$2.41B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbar
BBX,BBX Capital Corporation,4.7,$459.49M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",45.89,$41.3B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",10.71,$343.19M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",251.38,$67.81B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",61.32,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,54.56,$2.15B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BHE,"Benchmark Electronics, Inc.",25.27,$974.59M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",30.75,$1.57B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",53.84,$7.09B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",74.78,$19.97B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BEST,BEST Inc.,4.97,$1.93B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/best
BHP,BHP Group Limited,57.56,$145.54B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,50.14,$126.78B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",24.19,$943.6M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,101.98,$232.06M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,45.3,$2.33B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",309.39,$9.23B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,11.96,$839.19M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",24.72,$3.44B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,79.96,$4.83B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",61.95,$9.29B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",15.16,$3.12B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,7.14,$3.91B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.45,$209.12M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,13.31,$424.63M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,16.18,$713.88M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.98,$754.01M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.73,$1.31B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.05,$1.36B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",10.84,$541.86M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,11.52,$343.59M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.99,$1.69B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.0343,$68.57M,2005,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.83,$469.27M,2003,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.3701,$79.84M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,12.5,$290.06M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,10.59,$712.73M,2005,n/a,n/a,https://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,38.77,$405.2M,2005,n/a,n/a,https://www.nasdaq.com/symbol/bme
